id,doi,title,year,field,subfield,topic,container_title,publisher,authors,type,community,in_degree,out_degree,degree,eigenvector,pagerank,betweenness,PC1_score,bridging_centrality
W2794292985,https://doi.org/10.1016/j.matdes.2018.02.050,"Selective laser melting of stainless steel and alumina composite: Experimental and simulation studies on processing parameters, microstructure and mechanical properties",2018,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials & Design,Elsevier BV,Xinwei Li; Habimana Jean Willy; Shuai Chang; Wanheng Lu; Tun Seng Herng; Jun Ding,article,0.0,5.0,4.0,9.0,0.0005666037314405,0.0007750192653974,6.062785173283296e-06,-0.0161057621702009,0.0
W2945499183,https://doi.org/10.1016/j.matdes.2019.107881,"Heterogeneously tempered martensitic high strength steel by selective laser melting and its micro-lattice: Processing, microstructure, superior performance and mechanisms",2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials & Design,Elsevier BV,Xinwei Li; Yong Hao Tan; Habimana Jean Willy; Pan Wang; Wanheng Lu; Mehmet Cagirici; Chun Yee Aaron Ong; Tun Seng Herng; Jun Wei; Jun Ding,article,0.0,2.0,3.0,5.0,9.884429993922191e-17,0.0004955985894871,3.7453499139974025e-06,-0.197206752122278,9.363374784993506e-07
W2987541174,https://doi.org/10.1016/j.jallcom.2019.152980,"Microstructure development, tribological property and underlying mechanism of laser additive manufactured submicro-TiB2 reinforced Al-based composites",2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Journal of Alloys and Compounds,Elsevier BV,Lixia Xi; Shuang Guo; Dongdong Gu; Meng Guo; Kaijie Lin,article,0.0,1.0,1.0,2.0,4.997745502544926e-17,0.0003439628566755,0.0,-0.2991628798429856,0.0
W2998199409,https://doi.org/10.1016/j.addma.2019.101029,Determining the feasible conditions for processing lunar regolith simulant via laser powder bed fusion,2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,Leonardo Caprio; Ali Gökhan Demir; Barbara Previtali; Bianca Maria Colosimo,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W2912171960,https://doi.org/10.1016/j.msea.2019.01.078,Evaluation of the impact behaviour of AlSi10Mg alloy produced using laser additive manufacturing,2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Luca Girelli; Maverick Giovagnoli; Marialaura Tocci; Annalisa Pola; Annalisa Fortini; Mattia Merlin; Giovina Marina La Vecchia,article,0.0,1.0,1.0,2.0,4.997745502544926e-17,0.0003818717898784,0.0,-0.295069712806321,0.0
W3087370575,https://doi.org/10.1016/j.addma.2020.101603,On the structural integrity of Fe-36Ni Invar alloy processed by selective laser melting,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,Thomas Wegener; F. Brenne; Andreas Fischer; Thomas Möller; Christian Hauck; S. Auernhammer; Thomas Niendorf,article,0.0,1.0,2.0,3.0,4.997745502544926e-17,0.0003250083900741,1.404506217749026e-06,-0.2782516372696194,3.511265544372565e-07
W2941129746,https://doi.org/10.1016/j.triboint.2019.04.038,Tribological properties of selective laser melted Al 12Si alloy,2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Tribology International,Elsevier BV,Hemant J. Rathod; T. Vamsi Nagaraju; Konda Gokuldoss Prashanth; Upadrasta Ramamurty,article,0.0,5.0,2.0,7.0,2.454448346805397e-16,0.000704097722103,2.3408436962483765e-06,-0.0805873691791252,0.0
W3179473245,https://doi.org/10.1039/d1ta02652f,Recent advancements in solid electrolytes integrated into all-solid-state 2D and 3D lithium-ion microbatteries,2021,Engineering,Electrical and Electronic Engineering,Advanced Battery Materials and Technologies,Journal of Materials Chemistry A,Royal Society of Chemistry,Albina Jetybayeva; Berik Uzakbaiuly; Aliya Mukanova; Seung‐Taek Myung; Zhumabay Bakenov,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W3037674383,https://doi.org/10.1016/j.addma.2020.101411,"Mechanical, thermal, and corrosion properties of Cu-10Sn alloy prepared by laser-powder-bed-fusion additive manufacturing",2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,Congyuan Zeng; Bin Zhang; Ali Hemmasian Ettefagh; Hao Wen; Hong Yao; W. J. Meng; Shengmin Guo,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W3035892657,https://doi.org/10.1038/s41598-020-67249-2,Metallurgical and Electrochemical Properties of Super Duplex Stainless Steel Clads on Low Carbon Steel Substrate produced with Laser Powder Bed Fusion,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Scientific Reports,Nature Portfolio,Pratik Murkute; Somayeh Pasebani; O. Burkan Isgor,article,0.0,2.0,1.0,3.0,9.884429993922191e-17,0.0004955985894871,0.0,-0.2437686149185951,0.0
W3047347981,https://doi.org/10.1016/j.addma.2020.101497,A novel heat source model for analysis of melt Pool evolution in selective laser melting process,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,Kang‐Hyun Lee; Gun Jin Yun,article,0.0,1.0,1.0,2.0,4.997745502544926e-17,0.0003818717898784,0.0,-0.295069712806321,0.0
W2914426572,https://doi.org/10.1016/j.msea.2019.02.015,Microstructural formation and characterization mechanisms of selective laser melted Al–Si–Mg alloys with increasing magnesium content,2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Takahiro Kimura; Takayuki Nakamoto; Tomoatsu Ozaki; Kazuki Sugita; Masataka Mizuno; Hideki Araki,article,0.0,2.0,1.0,3.0,1.1494814655853326e-15,0.0004684808859379,0.0,-0.2466966131738563,0.0
W2956411389,https://doi.org/10.1016/j.jallcom.2019.07.102,Laser melting deposition of K403 superalloy: The influence of processing parameters on the microstructure and wear performance,2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Journal of Alloys and Compounds,Elsevier BV,Heyu Song; Jianbo Lei; Jichang Xie; Shikai Wu; Letian Wang; Wan Shou,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W3037842999,https://doi.org/10.1016/j.matdes.2020.108899,The effects of microporosity in struts of gyroid lattice structures produced by laser powder bed fusion,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials & Design,Elsevier BV,Anton du Plessis; Nima Razavi; Filippo Berto,article,0.0,1.0,2.0,3.0,4.997745502544926e-17,0.0003439628566755,4.681687392496753e-07,-0.2768512643642231,0.0
W3040801618,https://doi.org/10.1016/j.jallcom.2020.156260,Effect of SiC particle size on densification behavior and mechanical properties of SiCp/AlSi10Mg composites fabricated by laser powder bed fusion,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Journal of Alloys and Compounds,Elsevier BV,Gang Xue; Linda Ke; Hailong Liao; Changpeng Chen; Haihong Zhu,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W3034230488,https://doi.org/10.1016/j.wear.2020.203367,"Microstructure, post thermal treatment response, and tribological properties of 3D printed 17-4 PH stainless steel",2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Wear,Elsevier BV,H.R. Lashgari; C. Kong; Esmaeil Adabifiroozjaei; S. Li,article,0.0,2.0,2.0,4.0,1.1494814655853325e-15,0.0004413631823887,2.340843696248377e-07,-0.2274745486036069,0.0
W3006663955,https://doi.org/10.3390/ma13071601,Collaborative Optimization of Density and Surface Roughness of 316L Stainless Steel in Selective Laser Melting,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials,Multidisciplinary Digital Publishing Institute,Yong Deng; Zhongfa Mao; Nan Yang; Xiaodong Niu; Xiangdong Lu,article,0.0,3.0,2.0,5.0,2.2489854761452157e-15,0.000596166469389,8.427037306494156e-06,-0.1660839283325409,5.618024870996104e-07
W3025818657,https://doi.org/10.1080/17452759.2020.1760895,Effect of defocusing distance on laser powder bed fusion of high strength Al–Cu–Mg–Mn alloy,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Virtual and Physical Prototyping,Taylor & Francis,Xiaojia Nie; Ze Chen; Yang Qi; Hu Zhang; Changchun Zhang; Zhongxu Xiao; Haihong Zhu,article,0.0,3.0,3.0,6.0,2.2489854761452173e-15,0.000491640140869,4.681687392496753e-06,-0.1579663529974131,5.201874880551947e-07
W3039370352,https://doi.org/10.1016/j.msea.2020.139841,High-throughput experimentation for microstructural design in additively manufactured 316L stainless steel,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Ankur Agrawal; G. Meric de Bellefon; D. J. Thoma,article,0.0,2.0,3.0,5.0,9.884429993922191e-17,0.0004008262564798,1.8726749569987013e-06,-0.2087320909398065,0.0
W3129465575,https://doi.org/10.1016/j.powtec.2021.02.010,Multi-laser powder bed fusion of Ti-6.5Al-2Zr-Mo-V alloy powder: Defect formation mechanism and microstructural evolution,2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Powder Technology,Elsevier BV,Shuhan Li; Jingjing Yang; Zemin Wang,article,0.0,3.0,2.0,5.0,1.198348310499105e-15,0.0004705972430442,1.8726749569987013e-06,-0.18416557413223,0.0
W3009388285,https://doi.org/10.1016/j.scriptamat.2020.02.043,Mapping the geometry of Ti-6Al-4V: From martensite decomposition to localized spheroidization during selective laser melting,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Scripta Materialia,Elsevier BV,Pere Barriobero‐Vila; Katia Artzt; Andreas Stark; Norbert Schell; Martin Siggel; Joachim Gussone; Jan Kleinert; Wolfgang Kitsche; Guillermo Requena; Jan Haubrich,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W3025954869,https://doi.org/10.1016/j.addma.2020.101272,"Selective laser melting of aluminum nano-powder particles, a molecular dynamics study",2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,Sachin Kurian; Reza Mirzaeifar,article,0.0,1.0,1.0,2.0,4.997745502544926e-17,0.0003439628566755,0.0,-0.2991628798429856,0.0
W3037568186,https://doi.org/10.1557/jmr.2020.129,Effect of heat treatment on the modification of microstructure of selective laser melted (SLM) IN718 and its consequences on mechanical behavior,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Journal of materials research/Pratt's guide to venture capital sources,Springer Nature,R.J. Vikram; Anubhav Singh; Satyam Suwas,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W3201729940,https://doi.org/10.1016/j.jmatprotec.2021.117386,"Selective laser melting of TiB2/AlSi10Mg composite: Processability, microstructure and fracture behavior",2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Journal of Materials Processing Technology,Elsevier BV,Yufeng Zhang; Hua Tan; Yanbo Fang; Xin Lin; Weidong Huang,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W3037221385,https://doi.org/10.1016/j.jmst.2020.06.007,Plastic deformation of a Zr-based bulk metallic glass fabricated by selective laser melting,2020,Engineering,Mechanical Engineering,Metallic Glasses and Amorphous Alloys,Journal of Material Science and Technology,Elsevier BV,Liang Deng; Konrad Kosiba; René Limbach; Lothar Wondraczek; U. Kühn; S. Pauly,article,0.0,5.0,1.0,6.0,5.79671841688511e-13,0.0007180072244742,0.0,-0.1026895457101607,0.0
W3208889988,https://doi.org/10.3390/ma14216504,Comparison of Different Additive Manufacturing Methods for 316L Stainless Steel,2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials,Multidisciplinary Digital Publishing Institute,Javier Bedmar; Ainhoa Riquelme; P. Rodrigo; B. Torres; J. Rams,article,0.0,0.0,3.0,3.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3023937903494527,0.0
W3125587988,https://doi.org/10.1016/j.ijrmhm.2021.105490,"Effects of processing parameters on the densification, microstructure and mechanical properties of pure tungsten fabricated by optimized selective laser melting: From single and multiple scan tracks to bulk parts",2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,International Journal of Refractory Metals and Hard Materials,Elsevier BV,Xin Ren; Hailin Liu; Fayun Lu; Liming Huang; Xin Yi,article,0.0,1.0,1.0,2.0,4.997745502544926e-17,0.0003818717898784,0.0,-0.295069712806321,0.0
W3136357499,https://doi.org/10.1109/access.2021.3067302,Improving Build Quality in Laser Powder Bed Fusion Using High Dynamic Range Imaging and Model-Based Reinforcement Learning,2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,IEEE Access,Institute of Electrical and Electronics Engineers,Christian Knaak; Lukas Masseling; Emil Duong; Peter Abels; Arnold Gillner,article,0.0,0.0,3.0,3.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3023937903494527,0.0
W3203650541,https://doi.org/10.1016/j.apt.2021.09.036,Numerical and experimental study of molten pool behaviour and defect formation in multi-material and functionally graded materials laser powder bed fusion,2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Advanced Powder Technology,Elsevier BV,Heng Gu; Chao Wei; Lin Li; Michael J. Ryan; Rossitza Setchi; Quanquan Han; Lili Qian,article,0.0,0.0,4.0,4.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.2804052801771556,0.0
W3174012937,https://doi.org/10.1016/j.msea.2021.141598,Low cycle fatigue of additively manufactured thin-walled stainless steel 316L,2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Cheng-Han Yu; Alexander Leicht; Ru Lin Peng; Johan Moverare,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W4306359303,https://doi.org/10.1080/17452759.2022.2125880,Recent progress on microstructure manipulation of aluminium alloys manufactured via laser powder bed fusion,2022,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Virtual and Physical Prototyping,Taylor & Francis,Zhen Xiao; Wenhui Yu; Hongxun Fu; Yaoji Deng; Yongling Wu; Hongyu Zheng,article,0.0,0.0,6.0,6.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.2364282598325615,0.0
W4226160416,https://doi.org/10.1016/j.msea.2022.143208,On the orientation dependent microstructure and mechanical behavior of Hastelloy X superalloy fabricated by laser powder bed fusion,2022,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Ziliang Huang; Zirong Zhai; Wenhu Lin; Hai Chang; Yingna Wu; Rui Yang; Zhenbo Zhang,article,0.0,0.0,3.0,3.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3023937903494527,0.0
W4288751843,https://doi.org/10.1007/s00170-022-09693-0,Inconel 718 produced by laser powder bed fusion: an overview of the influence of processing parameters on microstructural and mechanical properties,2022,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,The International Journal of Advanced Manufacturing Technology,Springer Science+Business Media,Ana Marques; Ângela Cunha; Mariana Silva; M.I. Osendi; F.S. Silva; Óscar Carvalho; F. Bartolomeu,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W4213156117,https://doi.org/10.1016/j.msea.2022.142858,"Formability, microstructure, and thermal crack characteristics of selective laser melting of ZK60 magnesium alloy",2022,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Jingwei Liang; Zhenglong Lei; Yanbin Chen; Shibo Wu; Xi Chen; Meng Jiang; Shiyu Cao,article,0.0,1.0,1.0,2.0,4.997745502544926e-17,0.0003439628566755,0.0,-0.2991628798429856,0.0
W4220816912,https://doi.org/10.1016/j.ijfatigue.2022.106843,High cycle fatigue behavior of 316L steel fabricated by laser powder bed fusion: Effects of surface defect and loading mode,2022,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,International Journal of Fatigue,Elsevier BV,Xiaoyu Liang; Anis Hor; Camille Robert; Mehdi Salem; Feng Lin; Franck Morel,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W4289525864,https://doi.org/10.1016/j.addma.2022.103072,The optimisation of hot isostatic pressing treatments for enhanced mechanical and corrosion performance of stainless steel 316L produced by laser powder bed fusion,2022,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,I.S. Grech; James Sullivan; R.J. Lancaster; Joseph Plummer; Nicholas Lavery,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W4220907302,https://doi.org/10.1016/j.matchemphys.2022.125996,Microstructure and mechanical behavior of TiCN reinforced AlSi10Mg composite fabricated by selective laser melting,2022,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Chemistry and Physics,Elsevier BV,Zijian Hu; Zhe Zhao; Xin Deng; Zhongliang Lu; Jianye Liu; Zhi Qu,article,0.0,0.0,3.0,3.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3023937903494527,0.0
W4320477925,https://doi.org/10.1016/j.jallcom.2023.168946,Maximizing vitrification and density of a Zr-based glass-forming alloy processed by laser powder bed fusion,2023,Engineering,Mechanical Engineering,Metallic Glasses and Amorphous Alloys,Journal of Alloys and Compounds,Elsevier BV,Konrad Kosiba; Denys Y. Kononenko; Dmitry Chernyavsky; Liang Deng; Jozef Bednarčík; Jun Han; Jeroen van den Brink; Hwi Jun Kim; S. Scudino,article,0.0,1.0,5.0,6.0,4.997745502544926e-17,0.0003006383615865,3.511265544372565e-06,-0.2134634545400636,8.360156058029916e-08
W4362606166,https://doi.org/10.1007/s40430-023-04174-1,"Additive manufacturing of metal-based functionally graded materials: overview, recent advancements and challenges",2023,Engineering,Automotive Engineering,Additive Manufacturing and 3D Printing Technologies,Journal of the Brazilian Society of Mechanical Sciences and Engineering,Springer Science+Business Media,K. Sanjeeviprakash; A. Rajesh Kannan; N. Siva Shanmugam,article,0.0,0.0,3.0,3.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3023937903494527,0.0
W4362474657,https://doi.org/10.1016/j.msea.2023.144978,Additive manufacturing of interstitial-strengthened high entropy alloy: Scanning strategy dependent anisotropic mechanical properties,2023,Engineering,Mechanical Engineering,High Entropy Alloys Studies,Materials Science and Engineering A,Elsevier BV,Wei Zhang; Hui Wang; Bart J. Kooi; Yutao Pei,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W4386619664,https://doi.org/10.1063/5.0164927,Perspectives on superhydrophobic surface durability,2023,Materials Science,"Surfaces, Coatings and Films",Surface Modification and Superhydrophobicity,Applied Physics Letters,American Institute of Physics,Muhammad Jahidul Hoque; Jingcheng Ma; Kazi Fazle Rabbi; Xiao Yan; B. Singh; Nithin Vinod Upot; Wuchen Fu; Johannes Köhler; Tarandeep Singh Thukral; Sujan Dewanjee; Nenad Miljkovic,article,0.0,0.0,3.0,3.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3023937903494527,0.0
W4323816439,https://doi.org/10.1016/j.corsci.2023.111098,Influence of native oxide film on corrosion behavior of additively manufactured stainless steel 316L,2023,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Corrosion Science,Elsevier BV,Jahnavi Desai Choundraj; Robert G. Kelly; Rebhadevi Monikandan; Preet M. Singh; Josh Kacher,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W4385303714,https://doi.org/10.1016/j.compositesb.2023.110910,A general method for fabricating polymer-based intrinsic superhydrophobic objects by a selective laser sintering 3D printing strategy,2023,Materials Science,"Surfaces, Coatings and Films",Surface Modification and Superhydrophobicity,Composites Part B Engineering,Elsevier BV,Zhenhua Wu; Yike Li; Congcan Shi; Zhongjiu Lu; Bin Su,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W4313532092,https://doi.org/10.1016/j.apmate.2022.100108,Laser powder bed fusion of a novel high strength quasicrystalline Al–Fe–Cr reinforced Al matrix composite,2023,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Advanced Powder Materials,Elsevier BV,Nan Kang; Yuan Zhang; Mohamed El Mansori; Xin Lin,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W4378983563,https://doi.org/10.1007/s00170-023-11541-8,Influence of selective laser melting process parameters on the surface integrity of difficult-to-cut alloys: comprehensive review and future prospects,2023,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,The International Journal of Advanced Manufacturing Technology,Springer Science+Business Media,Danil Yurievich Pimenov; Lucas Freitas Berti; Giuseppe Pintaúde; Gustavo Xavier Peres; Yash Chaurasia; Navneet Khanna; Khaled Giasin,article,0.0,0.0,4.0,4.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.2804052801771556,0.0
W4396826560,https://doi.org/10.1016/j.addma.2024.104195,High entropy alloys amenable for laser powder bed fusion: A thermodynamics guided machine learning search,2024,Engineering,Mechanical Engineering,High Entropy Alloys Studies,Additive manufacturing,Elsevier BV,Ran Duan; Jintao Xu; Yakai Zhao; Qingjun Zhou; Zhen Yan; Yong Xie; Peng Dong; Lifang Xu; Kai Feng; Zhuguo Li; Xiubing Liang; Upadrasta Ramamurty,article,0.0,0.0,3.0,3.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3023937903494527,0.0
W2744341693,https://doi.org/10.1016/j.msea.2017.08.004,Friction welding of selective laser melted Ti6Al4V parts,2017,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Konda Gokuldoss Prashanth; R. Damodaram; T. Maity; Pei Wang; J. Eckert,article,0.0,1.0,2.0,3.0,4.997745502544926e-17,0.0003439628566755,0.0,-0.2771743696706885,0.0
W2889863121,https://doi.org/10.1115/1.4041427,An Integrated Dual Ultrasonic Selective Powder Dispensing Platform for Three-Dimensional Printing of Multiple Material Metal/Glass Objects in Selective Laser Melting,2018,Engineering,Automotive Engineering,Additive Manufacturing and 3D Printing Technologies,Journal of Manufacturing Science and Engineering,ASM International,Xiaoji Zhang; Chao Wei; Yuan‐Hui Chueh; Lin Li,article,0.0,3.0,1.0,4.0,1.4771114485299444e-16,0.0004766441228856,0.0,-0.2067936016592009,0.0
W3080213911,https://doi.org/10.1016/j.actamat.2020.08.052,Development of a material model for predicting extreme deformation and grain refinement during cold spraying,2020,Engineering,Aerospace Engineering,High-Temperature Coating Behaviors,Acta Materialia,Elsevier BV,Qian Wang; Ninshu Ma; Makoto Takahashi; Xiao‐Tao Luo; Chang‐Jiu Li,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
W3048492777,https://doi.org/10.1016/j.mtcomm.2020.101535,"Microstructure, Tribological Properties and Corrosion Behaviour of Additively Manufactured 17-4PH Stainless Steel: Effects of Scanning Pattern, Build Orientation, and Single vs. Double scan",2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Today Communications,Elsevier BV,H.R. Lashgari; Yifan Xue; C. Onggowarsito; Charlie Kong; S. Li,article,0.0,1.0,3.0,4.0,4.997745502544926e-17,0.0003439628566755,2.340843696248377e-07,-0.2550243068451587,0.0
W3148172791,https://doi.org/10.1016/j.matdes.2019.108381,"Densification behavior, microstructural evolution, and mechanical properties of TiC/AISI420 stainless steel composites fabricated by selective laser melting",2019,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials & Design,Elsevier BV,Yunfei Liu; Mingkai Tang; Qi Hu; Yuanjie Zhang; Lichao Zhang,article,0.0,1.0,2.0,3.0,4.997745502544926e-17,0.0003818717898784,4.681687392496753e-07,-0.2727580973275585,0.0
W3008547459,https://doi.org/10.1016/j.ceramint.2020.02.178,Balling phenomenon and cracks in alumina ceramics prepared by direct selective laser melting assisted with pressure treatment,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Ceramics International,Elsevier BV,Yudi Qiu; Jia‐Min Wu; Annan Chen; Peng Chen; Yang Yu; Rongzhen Liu; Gong Chen; Shuang Chen; Yusheng Shi; Chen‐Hui Li,article,0.0,1.0,1.0,2.0,1.1006146206715602e-15,0.0004304323233202,0.0,-0.2898264532900563,0.0
W3026468197,https://doi.org/10.1016/j.msea.2020.139616,Scanning strategy dependent tensile properties of selective laser melted GH4169,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Materials Science and Engineering A,Elsevier BV,Y.C. Wang; Liming Lei; ﻿Lei Shi; H.Y. Wan; Fei Liang; Guangping Zhang,article,0.0,3.0,1.0,4.0,7.184404649832965e-12,0.0008571944555296,0.0,-0.165704181548813,0.0
W3090154893,https://doi.org/10.1016/j.addma.2020.101629,The effect of hot isostatic pressing and heat treatment on the microstructure and properties of EP741NP nickel alloy manufactured by laser powder bed fusion,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,Zh. A. Sentyurina; F. A. Baskov; П.А. Логинов; Yu. Yu. Kaplanskii; A.V. Mishukov; I. A. Logachev; M. Ya. Bychkova; Е. А. Левашов; А. И. Логачева,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W3009875185,https://doi.org/10.1016/j.intermet.2020.106766,Effect of hot isostatic pressing on structure and properties of intermetallic NiAl–Cr–Mo alloy produced by selective laser melting,2020,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Intermetallics,Elsevier BV,М. Г. Хомутов; P. Potapkin; V.V. Cheverikin; P. Petrovskiy; A. Ya. Travyanov; I. A. Logachev; A. Sova; I. Smurov,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W3114906106,https://doi.org/10.1021/acsnano.0c08713,Infinite Approaching Superlubricity by Three-Dimensional Printed Structures,2020,Engineering,Mechanical Engineering,Lubricants and Their Additives,ACS Nano,American Chemical Society,Yu Zhao; Hui Mei; Peng Chang; Chao Chen; Laifei Cheng; Konstantinos G. Dassios,article,0.0,0.0,2.0,2.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3243823005217497,0.0
W3126734743,https://doi.org/10.3390/magnetochemistry7020020,Laser Additive Manufacturing of Fe-Based Magnetic Amorphous Alloys,2021,Engineering,Mechanical Engineering,Metallic Glasses and Amorphous Alloys,Magnetochemistry,Multidisciplinary Digital Publishing Institute,Merve G. Özden; Nicola Morley,article,0.0,2.0,3.0,5.0,3.1617959269322556e-14,0.0003530527293585,9.051262292160388e-06,-0.2089360931207824,6.962509455507991e-07
W3191969252,https://doi.org/10.1016/j.addma.2021.102230,Side surface topography generation during laser powder bed fusion of AlSi10Mg,2021,Engineering,Mechanical Engineering,Additive Manufacturing Materials and Processes,Additive manufacturing,Elsevier BV,E. Masiagutova; F. Cabanettes; A. Sova; Mehmet Cici; Guillaume Bidron; Ph. Bertrand,article,0.0,0.0,1.0,1.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.3463708106940468,0.0
