id,doi,title,year,field,subfield,topic,container_title,publisher,authors,type,community,in_degree,out_degree,degree,eigenvector,pagerank,betweenness,PC1_score
W4310154536,https://doi.org/10.1063/5.0130292,Enhancement-mode <i>β</i>-Ga2O3 U-shaped gate trench vertical MOSFET realized by oxygen annealing,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Xuanze Zhou; Yongjian Ma; Guangwei Xu; Qi Liu; Jinyang Liu; Qiming He; Xiaolong Zhao; Shibing Long,article,4,3,7,10,4.35e-15,0.000343756,6.87e-05,-0.04179778183792593
W4284690080,https://doi.org/10.1021/acs.cgd.2c00340,Projected Cost of Gallium Oxide Wafers from Edge-Defined Film-Fed Crystal Growth,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Crystal Growth & Design,American Chemical Society,Karen N. Heinselman; Drew T. Haven; Andriy Zakutayev; Samantha Reese,article,1,3,6,9,2.25e-15,0.000336728,4.35e-05,-0.08193677632267059
W2999481468,https://doi.org/10.1116/1.5129803,Al-rich AlGaN based transistors,2020,Physics and Astronomy,Condensed Matter Physics,GaN-based semiconductor devices and materials,Journal of Vacuum Science & Technology A Vacuum Surfaces and Films,American Institute of Physics,Albert G. Baca; Andrew Armstrong; Brianna Klein; Andrew A. Allerman; E Douglas; Robert Kaplar,article,5,3,2,5,3.02e-11,0.000378304,1.33e-06,-0.19450505425478437
W4221024211,https://doi.org/10.1016/j.xcrp.2022.100801,Deep UV transparent conductive oxide thin films realized through degenerately doped wide-bandgap gallium oxide,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Cell Reports Physical Science,Elsevier BV,Jiaye Zhang; Joe Willis; Zhenni Yang; Xu Lian; Wei Chen; Laisen Wang; Xiangyu Xu; Tien‐Lin Lee; Lang Chen; David O. Scanlon; Kelvin H. L. Zhang,article,3,3,3,6,1.2e-15,0.000449849,1.08e-05,-0.15825591049475604
W4229056891,https://doi.org/10.1088/1361-6463/ac6d26,Ultrasensitive fully transparent amorphous Ga<sub>2</sub>O<sub>3</sub> solar-blind deep-ultraviolet photodetector for corona discharge detection,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Physics D Applied Physics,Institute of Physics,Haowen Liu; Shuren Zhou; Hong Zhang; Lijuan Ye; Yuanqiang Xiong; Peng Yu; Wanjun Li; Xun Yang; Honglin Li; Chunyang Kong,article,2,3,7,10,1.2e-15,0.00032518,8.38e-05,-0.03338230428453047
W4224133155,https://doi.org/10.1002/adom.202102055,Ultra‐Sensitive β‐Ga<sub>2</sub>O<sub>3</sub> Solar‐Blind Photodetector with High‐Density Al@Al<sub>2</sub>O<sub>3</sub> Core−Shell Nanoplasmonic Array,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Advanced Optical Materials,Wiley,L. X. Qian; Wenqi Li; Zhiwen Gu; Jing Tian; Xiaodong Huang; P. T. Lai; Wanli Zhang,article,2,3,6,9,2.25e-15,0.000335339,3.5e-05,-0.08795298832970522
W4292489286,https://doi.org/10.1063/5.0099915,Atomic-scale characterization of structural damage and recovery in Sn ion-implanted β-Ga2O3,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Timothy Jinsoo Yoo; Xinyi Xia; F. Ren; Alan G. Jacobs; Marko J. Tadjer; S. J. Pearton; Honggyu Kim,article,4,3,12,15,1.59e-14,0.000368759,0.000188539,0.15355067506120249
W4280654528,https://doi.org/10.1063/5.0087571,Epitaxial growth of <i>β</i>-Ga2O3 by hot-wall MOCVD,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,AIP Advances,American Institute of Physics,D. Gogova; Misagh Ghezellou; Dat Q. Tran; Steffen Richter; Alexis Papamichail; Jawad Ul‐Hassan; Axel R. Persson; Per O. Å. Persson; Olof Kordina; Bo Monemar; Matthew Hilfiker; M. Schubert; T. Paskova; Vanya Darakchieva,article,2,3,4,7,1.59e-14,0.00034982,6.43e-05,-0.11014513770682302
W3089209660,https://doi.org/10.1002/pssb.202000394,Structural and Elastic Properties of α‐(Al <sub> <i>x</i> </sub> Ga <sub> 1− <i>x</i> </sub> ) <sub>2</sub> O <sub>3</sub> Thin Films on (11.0) Al <sub>2</sub> O <sub>3</sub> Substrates for the Entire Composition Range,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,physica status solidi (b),Wiley,Anna Hassa; Philipp Storm; Max Kneiß; Daniel Splith; Holger von Wenckstern; Michael Lorenz; Marius Grundmann,article,3,3,6,9,5.82e-10,0.000412597,2.6e-05,-0.0858224561739659
W3098568208,https://doi.org/10.1016/j.mssp.2020.105565,The growth of HVPE α-Ga2O3 crystals and its solar-blind UV photodetector applications,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Materials Science in Semiconductor Processing,Elsevier BV,Moonsang Lee; Mino Yang; Hae-Yong Lee; Hyun Uk Lee; Hyunhwa Lee; Hyungbin Son; Un Jeong Kim,article,2,3,3,6,1.6e-12,0.000402549,1.01e-05,-0.1638461675644261
W3124883541,https://doi.org/10.1088/1361-6641/abe059,Modeling and analyzing temperature-dependent parameters of Ni/β-Ga<sub>2</sub>O<sub>3</sub> Schottky barrier diode deposited by confined magnetic field-based sputtering,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Semiconductor Science and Technology,IOP Publishing,Madani Labed; Nouredine Sengouga; Mohamed Labed; Afak Meftah; Sinsu Kyoung; Hojoong Kim; You Seung Rim,article,1,3,3,6,2.13e-13,0.000365167,2.1e-06,-0.1734036036745157
W3146296486,https://doi.org/10.1088/1361-6463/abf53b,Pulsed x-ray detector based on Fe doped β-Ga<sub>2</sub>O<sub>3</sub> single crystal,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Physics D Applied Physics,Institute of Physics,Leidang Zhou; Liang Chen; Jinlu Ruan; Xing Lü; Bo Liu; Runlong Gao; Yang Li; Geng Li; Xiaoping Ouyang,article,2,3,6,9,0.000156304,0.000393627,3.07e-05,-0.08179167593411153
W2971077612,https://doi.org/10.1088/1674-4926/40/12/121801,"Deep-ultraviolet integrated photonic and optoelectronic devices: A prospect of the hybridization of group III–nitrides, III–oxides, and two-dimensional materials",2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Semiconductors,IOP Publishing,Nasir Alfaraj; Jung‐Wook Min; Chun Hong Kang; Abdullah A. Alatawi; Davide Priante; Ram Chandra Subedi; Malleswararao Tangi; Tien Khee Ng; Boon S. Ooi,article,7,3,10,13,0.000703689,0.000709291,0.000737345,0.5378631481492357
W3045586837,https://doi.org/10.1149/2162-8777/aba729,Review—Recent Advances in Designing Gallium Oxide MOSFET for RF Application,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ECS Journal of Solid State Science and Technology,Institute of Physics,Narendra Yadava; R. K. Chauhan,article,1,3,5,8,1.48e-16,0.000387558,1.65e-05,-0.11707089124459122
W3193721871,https://doi.org/10.1063/5.0056630,Realization of highly rectifying Schottky barrier diodes and <i>pn</i> heterojunctions on <i>κ</i>-Ga2O3 by overcoming the conductivity anisotropy,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Max Kneiß; Daniel Splith; Peter Schlupp; Anna Hassa; Holger von Wenckstern; Michael Lorenz; Marius Grundmann,article,3,3,10,13,1.98e-13,0.000359677,5.29e-05,0.01498243683502175
W3128820318,https://doi.org/10.1021/acsami.0c21128,Low-Temperature As-Grown Crystalline β-Ga<sub>2</sub>O<sub>3</sub> Films via Plasma-Enhanced Atomic Layer Deposition,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ACS Applied Materials & Interfaces,American Chemical Society,Saidjafarzoda Ilhom; Adnan Mohammad; Deepa Shukla; John Grasso; Brian G. Willis; Ali K. Okyay; Necmi Bıyıklı,article,2,3,4,7,1.86e-13,0.00050122,1.2e-05,-0.12989253038912055
W3202368975,https://doi.org/10.3390/cryst11101186,Comprehensive Study and Optimization of Implementing p-NiO in β-Ga2O3 Based Diodes via TCAD Simulation,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Crystals,Multidisciplinary Digital Publishing Institute,Hong Zhou; Shifan Zeng; Jincheng Zhang; Zhihong Liu; Qian Feng; Shengrui Xu; Jinfeng Zhang; Yue Hao,article,1,3,3,6,3.01e-11,0.000315862,0.0,-0.1801765511365732
W3129917417,https://doi.org/10.1063/5.0033001,Thermal management strategies for gallium oxide vertical trench-fin MOSFETs,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Robert H. Montgomery; Yuewei Zhang; Chao Yuan; Samuel Kim; Jingjing Shi; Takeki Itoh; Akhil Mauze; Satish Kumar; James S. Speck; Samuel Graham,article,5,3,6,9,1.9e-12,0.000385741,1.66e-05,-0.09520957545033838
W3204917042,https://doi.org/10.1016/j.jeurceramsoc.2021.09.064,Chemical solution deposition of epitaxial indium- and aluminum-doped Ga2O3 thin films on sapphire with tunable bandgaps,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of the European Ceramic Society,Elsevier BV,Xiao Tang; Kuang‐Hui Li; Che‐Hao Liao; Jose Manuel Taboada Vasquez; Chuanju Wang; Na Xiao; Xiaohang Li,article,2,3,4,7,6.26e-13,0.00045034,3.59e-05,-0.11889175452032488
W4220682467,https://doi.org/10.1063/5.0088714,Flexible fast responding solar-blind photodetectors based on (TmGa)2O3 films grown on mica,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Qiulin Qu; Qi Liu; Lufeng Chen; Yingxiang Li; Hang Pan; Jian Chen; Mingkai Li; Yinmei Lu; Yunbin He,article,2,3,1,4,1.48e-16,0.000374998,0.0,-0.21776839868419376
W3019836383,https://doi.org/10.1088/1361-6463/ab8d6e,Normally-off AlN/β-Ga<sub>2</sub>O<sub>3</sub> field-effect transistors using polarization-induced doping,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Physics D Applied Physics,Institute of Physics,Kang‐Il Song; Haochen Zhang; Houqiang Fu; Chen Yang; Rajendra Singh; Yuji Zhao; Haiding Sun; Shibing Long,article,7,3,4,7,6.35e-13,0.000451683,1.88e-05,-0.13054823352925585
W3009941959,https://doi.org/10.1016/j.cplett.2020.137308,Achieving high conductivity p-type Ga2O3 through Al-N and In-N co-doping,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Chemical Physics Letters,Elsevier BV,Jiani Ma; Jianyan Lin; Jingyi Liu; Fei Li; Yichun Liu; Guochun Yang,article,4,3,5,8,2.25e-15,0.000388353,7.7e-06,-0.12305833236849802
W3127819631,https://doi.org/10.1186/s11671-021-03490-6,Analytical Model for the Channel Maximum Temperature in Ga2O3 MOSFETs,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Nanoscale Research Letters,Springer Science+Business Media,Xiaole Jia; Haodong Hu; Genquan Han; Yan Liu; Yue Hao,article,1,3,3,6,1.48e-16,0.000357059,5.15e-06,-0.17217411060346893
W3011726008,https://doi.org/10.1149/2162-8777/ab7b44,Asymmetrical Contact Geometry to Reduce Forward-Bias Degradation in β-Ga<sub>2</sub>O<sub>3</sub> Rectifiers,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ECS Journal of Solid State Science and Technology,Institute of Physics,Minghan Xian; Chaker Fares; F. Ren; Zahabul Islam; Aman Haque; Marko J. Tadjer; S. J. Pearton,article,1,3,7,10,0.000195383,0.000325503,1.07e-05,-0.08025279897386979
W3042293542,https://doi.org/10.1016/j.apsusc.2020.147276,Large-area vertically stacked MoTe2/β-Ga2O3 p-n heterojunction realized by PVP/PVA assisted transfer,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Surface Science,Elsevier BV,Yifan Xiao; Wen-Jun Liu; Chaochao Liu; Hongyu Yu; Huan Liu; Jun Han; Weiguo Liu; Wenfeng Zhang; Xiaohan Wu; Shi‐Jin Ding; Zheng Liu; David Wei Zhang,article,1,3,5,8,3.06e-14,0.000401785,2.06e-05,-0.11270515318024207
W4312441814,https://doi.org/10.1109/jeds.2022.3212368,-GaO Field Plate Schottky Barrier Diode With Superb Reverse Recovery for High-Efficiency DC–DC Converter<i /> <sub /> <sub />,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Journal of the Electron Devices Society,Institute of Electrical and Electronics Engineers,Wei Guo; Guangzhong Jian; Weibing Hao; Feihong Wu; Kai Zhou; Jiahong Du; Xuanze Zhou; Qiming He; Zhaoan Yu; Xiaolong Zhao; Guangwei Xu; Shibing Long,article,1,3,13,16,3.06e-14,0.000327579,3.08e-05,0.06222995064920147
W2904495419,https://doi.org/10.1088/1361-6641/aaf8d7,Valence and conduction band offsets for sputtered AZO and ITO on (010) (Al<sub>0.14</sub>Ga<sub>0.86</sub>)<sub>2</sub>O<sub>3</sub>,2018,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Semiconductor Science and Technology,IOP Publishing,Chaker Fares; F. Ren; E. S. Lambers; David C. Hays; F. Ren; S. J. Pearton,article,7,3,1,4,0.003088135,0.000520002,0.0,-0.1460927512478514
W4200605014,https://doi.org/10.1103/physrevapplied.16.064064,"Theoretical Insights for Improving the Schottky-Barrier Height at the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline"" overflow=""scroll""><mml:msub><mml:mi>Ga</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mrow><mml:mi mathvariant=""normal"">O</mml:mi></mml:mrow><mml:mn>3</mml:mn></mml:msub><mml:mrow><mml:mo>/</mml:mo><mml:mi>Pt</mml:mi></mml:mrow></mml:math> Interface",2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Physical Review Applied,American Physical Society,Félix Therrien; Andriy Zakutayev; Vladan Stevanović,article,1,3,8,11,4.35e-15,0.000359379,6.18e-05,-0.02288442336829123
W3089332222,https://doi.org/10.3390/nano10101920,Comparative Study of Growth Morphologies of Ga2O3 Nanowires on Different Substrates,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Nanomaterials,Multidisciplinary Digital Publishing Institute,Badriyah Alhalaili; Ruxandra Vidu; Howard Mao; M. Saif Islam,article,2,3,3,6,3.3e-15,0.000448676,4.8e-06,-0.16252343649194848
W3145309539,https://doi.org/10.1039/d1ce00131k,Laser damage mechanism and <i>in situ</i> observation of stacking fault relaxation in a β-Ga<sub>2</sub>O<sub>3</sub> single crystal by the EFG method,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,CrystEngComm,Royal Society of Chemistry,Bo Fu; Gaohang He; Wenxiang Mu; Yang Li; Boyuan Feng; Kaihui Zhang; Huanyang Wang; Jin Zhang; Shaojun Zhang; Zhitai Jia; Yujun Shi; Yanbin Li; Sunan Ding; Xutang Tao,article,2,3,3,6,3.91e-05,0.000336683,3.08e-06,-0.1750935062094093
W4313532295,https://doi.org/10.1002/aelm.202201056,"Efficient Ohmic Contact in Monolayer CrX<sub>2</sub>N<sub>4</sub> (X = C, Si) Based Field‐Effect Transistors",2023,Materials Science,Materials Chemistry,MXene and MAX Phase Materials,Advanced Electronic Materials,Wiley,Yu Shu; Yongqian Liu; Zhou Cui; Rui Xiong; Yinggan Zhang; Chao Xu; Jingying Zheng; Cuilian Wen; Bo Wu; Baisheng Sa,article,9,3,13,16,1.48e-16,0.000325747,2.66e-05,0.05913353185319379
W2745074362,https://doi.org/10.1039/c7tc02633a,Determination of Schottky barrier height and enhanced photoelectron generation in novel plasmonic immobilized multisegmented (Au/TiO<sub>2</sub>) nanorod arrays (NRAs) suitable for solar energy conversion applications,2017,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Materials Chemistry C,Royal Society of Chemistry,Muhammad Shahid Arshad; Špela Trafela; Kristina Žužek Rožman; Janez Kovač; Petar Djinović; Albin Pintar,article,9,3,1,4,1.8e-14,0.000594201,0.0,-0.19410024317834598
W2923150368,https://doi.org/10.1016/j.nantod.2019.02.011,Interface engineering for two-dimensional semiconductor transistors,2019,Materials Science,Materials Chemistry,Electronic and Structural Properties of Oxides,Nano Today,Elsevier BV,Bei Jiang; Zhenyu Yang; Xingqiang Liu; Yuan Liu; Lei Liao,article,9,3,2,5,2.44e-10,0.00040265,0.0,-0.1927942165452441
W3087651564,https://doi.org/10.1186/s11671-020-03409-7,Strain and Electric Field Controllable Schottky Barriers and Contact Types in Graphene-MoTe2 van der Waals Heterostructure,2020,Materials Science,Materials Chemistry,2D Materials and Applications,Nanoscale Research Letters,Springer Science+Business Media,Yu Lan; Lixin Xia; Tao Huang; Weiping Xu; Gui‐Fang Huang; Wangyu Hu; Wei‐Qing Huang,article,9,3,2,5,4.85e-14,0.000485488,7.04e-06,-0.17899127275349608
W2988096812,https://doi.org/10.1016/j.apsusc.2019.144650,Impact of the interface vacancy on Schottky barrier height for Au/AlN polar interfaces,2019,Engineering,Electrical and Electronic Engineering,Semiconductor materials and devices,Applied Surface Science,Elsevier BV,Hailing Guo; Zhaofu Zhang; Yuzheng Guo; Zhibin Gao; Ruisheng Zheng; Honglei Wu,article,9,3,1,4,1.59e-14,0.00043726,0.0,-0.2110457411560232
W2946484261,https://doi.org/10.1088/1361-6463/ab1f5a,Tunable Schottky barrier in van der Waals heterostructures of graphene and hydrogenated phosphorus carbide monolayer: first-principles calculations,2019,Materials Science,Materials Chemistry,Graphene research and applications,Journal of Physics D Applied Physics,Institute of Physics,Tao Huang; Qing Chen; Meng-Qi Cheng; Wei‐Qing Huang; Wangyu Hu; Gui‐Fang Huang,article,9,3,4,7,9.74e-12,0.000545801,8.75e-06,-0.12732192820110919
W4220652032,https://doi.org/10.1002/adma.202109899,Fermi‐Level Pinning‐Free WSe<sub>2</sub> Transistors via 2D Van der Waals Metal Contacts and Their Circuits,2022,Materials Science,Materials Chemistry,2D Materials and Applications,Advanced Materials,,Jisu Jang; Hyun‐Soo Ra; Jongtae Ahn; Tae Wook Kim; Seung Ho Song; Soohyung Park; Takashi Taniguch; Kenji Watanabe; Kimoon Lee; Do Kyung Hwang,article,9,3,2,5,1.48e-16,0.000427363,2.34e-07,-0.18996437327114538
W3170784735,https://doi.org/10.1039/d1tc01463c,Fermi-level depinning of 2D transition metal dichalcogenide transistors,2021,Materials Science,Materials Chemistry,2D Materials and Applications,Journal of Materials Chemistry C,Royal Society of Chemistry,Ruosi Chen; Guanglong Ding; Ye Zhou; Su‐Ting Han,article,9,3,11,14,1.09e-12,0.00036681,5.08e-05,0.036291797034173734
W3126318935,https://doi.org/10.1038/s41699-020-00191-z,Origins of genuine Ohmic van der Waals contact between indium and MoS2,2021,Materials Science,Materials Chemistry,2D Materials and Applications,npj 2D Materials and Applications,Nature Portfolio,Bum-Kyu Kim; Tae-Hyung Kim; Dong-Hwan Choi; Hanul Kim; Kenji Watanabe; Takashi Taniguchi; Heesuk Rho; Jinhee Kim; Yong‐Hoon Kim; Myung‐Ho Bae,article,9,3,2,5,4.2e-12,0.000409247,2.5e-07,-0.19190938213093245
W3005514284,https://doi.org/10.1039/c9nh00743a,Interface engineering of two-dimensional transition metal dichalcogenides towards next-generation electronic devices: recent advances and challenges,2020,Materials Science,Materials Chemistry,2D Materials and Applications,Nanoscale Horizons,Royal Society of Chemistry,Wugang Liao; Siwen Zhao; Feng Li; Cong Wang; Yanqi Ge; Huide Wang; Shibo Wang; Han Zhang,article,9,3,4,7,3.85e-11,0.000468502,1.17e-05,-0.1336322563382069
W4280633502,https://doi.org/10.1103/physreva.105.052426,Controlling long ion strings for quantum simulation and precision measurements,2022,Computer Science,Artificial Intelligence,Quantum Information and Cryptography,"Physical review. A/Physical review, A",American Physical Society,Florian Kranzl; Manoj K. Joshi; Christine Maier; Tiff Brydges; Johannes Franke; R. Blatt; C. F. Roos,article,6,3,1,4,3.33e-13,0.000741673,0.0,-0.17817714801102086
W3108423155,https://doi.org/10.1103/prxquantum.1.020316,Scalable and Parallel Tweezer Gates for Quantum Computing with Long Ion Strings,2020,Computer Science,Artificial Intelligence,Quantum Information and Cryptography,PRX Quantum,American Physical Society,Tobias Olsacher; Lukas Postler; Philipp Schindler; Thomas Monz; P. Zoller; Lukas M. Sieberer,article,6,3,1,4,3.48e-14,0.000771166,0.0,-0.17499268014726593
W4285043439,https://doi.org/10.1021/acs.jpclett.2c01602,Theoretical Design of Optimal Molecular Qudits for Quantum Error Correction,2022,Computer Science,Artificial Intelligence,Quantum Computing Algorithms and Architecture,The Journal of Physical Chemistry Letters,American Chemical Society,Alessandro Chiesa; Francesco Petiziol; Mario Chizzini; P. Santini; Stefano Carretta,article,6,3,1,4,2.25e-15,0.000571207,0.0,-0.196582990073948
W3157263083,https://doi.org/10.1103/physrevresearch.3.023095,Neural-network variational quantum algorithm for simulating many-body dynamics,2021,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",Quantum many-body systems,Physical Review Research,American Physical Society,Chee Kong Lee; Pranay Patil; Shengyu Zhang; Chang Yu Hsieh,article,6,3,1,4,1.48e-16,0.000609325,0.0,-0.19246724917828872
W4229444882,https://doi.org/10.1016/j.pquantelec.2022.100397,Recent advances in optoelectronic and microelectronic devices based on ultrawide-bandgap semiconductors,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Progress in Quantum Electronics,Elsevier BV,Jialin Yang; Kewei Liu; Xing Chen; Dezhen Shen,article,1,2,14,16,2.2e-15,0.000319874,5.74e-05,0.06272277592838009
W4385240096,https://doi.org/10.1038/s41467-023-40194-0,An avalanche-and-surge robust ultrawide-bandgap heterojunction for power electronics,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Nature Communications,Nature Portfolio,Feng Zhou; Hehe Gong; Ming Xiao; Yunwei Ma; Zhengpeng Wang; Xinxin Yu; Li Li; Lan Fu; Hark Hoe Tan; Yi Yang; Fangfang Ren; Shulin Gu; Youdou Zheng; Hai Lu; Rong Zhang; Yuhao Zhang; Jiandong Ye,article,1,2,17,19,9.88e-17,0.000294681,0.000118349,0.1680317398047135
W3058278899,https://doi.org/10.1002/jnm.2794,A novel <scp><i>β</i>‐Ga<sub>2</sub>O<sub>3</sub> HEMT</scp> with <scp><i>f</i><sub>T</sub></scp> of 166 <scp>GHz</scp> and X‐band <scp><i>P</i><sub>OUT</sub></scp> of 2.91 W/mm,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,International Journal of Numerical Modelling Electronic Networks Devices and Fields,Wiley,Rajan Singh; Trupti Ranjan Lenka; Ravi Teja Velpula; Barsha Jain; Ha Quoc Thang Bui; Hieu Pham Trung Nguyen,article,5,2,3,5,9.88e-17,0.000359126,1.64e-06,-0.21339493620835642
W3112277886,https://doi.org/10.1109/ted.2020.3039946,Exceptional Responsivity (&gt;6 kA/W) and Dark Current (&lt;70 fA) Tradeoff of n-Ga<sub>2</sub>O<sub>3</sub>/p-CuO Quasi-Heterojunction-Based Deep UV Photodetector,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Transactions on Electron Devices,Institute of Electrical and Electronics Engineers,Ashish Kumar; Arpit Nandi; Ankush Bag,article,2,2,3,5,1.15e-15,0.000331157,2.89e-06,-0.21555217033572174
W3092105947,https://doi.org/10.1016/j.ceramint.2020.10.072,Electrospun Zn-doped Ga2O3 nanofibers and their application in photodegrading rhodamine B dye,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Ceramics International,Elsevier BV,Fenqi Du; Dongmei Yang; Yue Sun; Yang Jiao; Feng Teng; Haibo Fan,article,2,2,2,4,3.37e-14,0.000508709,4.06e-06,-0.21756224593919862
W3139899064,https://doi.org/10.1021/acsanm.1c00378,Size- and Phase-Controlled Nanometer-Thick β-Ga<sub>2</sub>O<sub>3</sub> Films with Green Photoluminescence for Optoelectronic Applications,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ACS Applied Nano Materials,American Chemical Society,Nanthakishore Makeswaran; Debabrata Das; Vishal Zade; Paul Gaurav; V. Shutthanandan; Susheng Tan; C.V. Ramana,article,2,2,4,6,1.15e-15,0.000355677,9.52e-06,-0.1863405016854641
W4282919943,https://doi.org/10.1016/j.apsusc.2022.153901,Band alignment of orthorhombic Ga2O3 with GaN and AlN semiconductors,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Surface Science,Elsevier BV,Shibin Krishna; Yi Lu; Che‐Hao Liao; Vishal Khandelwal; Xiaohang Li,article,2,2,3,5,2.2e-15,0.0003068,1.31e-05,-0.21113570003629883
W4210517360,https://doi.org/10.1063/5.0073005,A perspective on <b> <i>β</i> </b>-Ga2O3 micro/nanoelectromechanical systems,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Xu-Qian Zheng; Hongping Zhao; Philip X.‐L. Feng,article,2,2,3,5,1.59e-14,0.000325106,8.75e-06,-0.21216126660000706
W4220890694,https://doi.org/10.1016/j.jallcom.2022.164590,"Effect of air annealing on the structural, electrical, and optical properties of V-doped β-Ga2O3 single crystals",2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Alloys and Compounds,Elsevier BV,Pengkun Li; Xueli Han; Duanyang Chen; Qinglin Sai; Hongji Qi,article,5,2,7,9,9.88e-17,0.000334486,1.09e-05,-0.12171070308017347
W4310191233,https://doi.org/10.1007/s40843-022-2244-y,Trap-mediated bipolar charge transport in NiO/Ga2O3 p+-n heterojunction power diodes,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Science China Materials,Springer Science+Business Media,Zhengpeng Wang; Hehe Gong; Xinxin Yu; Xiaoli Ji; Fangfang Ren; Yi Yang; Shulin Gu; Youdou Zheng; Rong Zhang; Jiandong Ye,article,1,2,10,12,4.3e-15,0.000294473,2.5e-05,-0.05033453468435368
W3048742039,https://doi.org/10.1063/5.0019786,Phase dependent radiation hardness and performance analysis of amorphous and polycrystalline Ga2O3 solar-blind photodetector against swift heavy ion irradiation,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Damanpreet Kaur; Pargam Vashishtha; Saif Khan; P. K. Kulriya; Govind Gupta; Mukesh Kumar,article,2,2,5,7,9.88e-17,0.000308387,1.8e-06,-0.1747860109038057
W3124962660,https://doi.org/10.1116/6.0000723,"Impact of Cr2O3 additives on the gas-sensitive properties of β-Ga2O3 thin films to oxygen, hydrogen, carbon monoxide, and toluene vapors",2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Vacuum Science & Technology A Vacuum Surfaces and Films,American Institute of Physics,А. V. Аlmaev; Evgeny V. Chernikov; V. A. Novikov; Bogdan O. Kushnarev; Nikita N. Yakovlev; Ekaterina V. Chuprakova; V. L. Oleînik; A. Lozinskaya; D. Gogova,article,2,2,3,5,1.42e-12,0.00034036,1.4e-05,-0.20689097223778552
